287,济宁如意投资有限公司,91370800MA3DBPGX4M,http://www.qichacha.com/firm_0758dbd1c96b06c9453743865534fd7f.html
288,淮北矿业（集团）有限责任公司,913406001508200390,http://www.qichacha.com/firm_95d288d0e3d61bbba82580700b953a3c.html
290,正泰集团股份有限公司,9133000014556638XG,http://www.qichacha.com/firm_33f0f29945b8462e79217ede80d1a041.html
292,徐州矿务集团有限公司,91320000134750616Q,http://www.qichacha.com/firm_b77608e2a22868b74cc8f0c799142805.html
293,冀南钢铁集团有限公司,9113048177919010X3,http://www.qichacha.com/firm_68a96825884e0f492a3f5320f4736337.html
294,卓尔控股有限公司,91420116666769174J,http://www.qichacha.com/firm_ebb999c85f84a07899181a913702ced9.html
295,山东海科化工集团有限公司,91370500164802990E,http://www.qichacha.com/firm_02432fe5a4a529ff0d5c8f7e0af3c55f.html
296,江苏南通二建集团有限公司,91320681138854172P,http://www.qichacha.com/firm_ce18b6ce22926d835c4e049a45e916c9.html
297,青建集团股份公司,913702002645877228,http://www.qichacha.com/firm_54edc83abd23956308cee19fb8348143.html
298,北京外企服务集团有限责任公司,911100001011125381,http://www.qichacha.com/firm_1f549bfb31d6719a738c39d0bfed2905.html
299,稻花香集团,未公开,
300,甘肃省建设投资（控股）集团总公司,91620000224332848F,http://www.qichacha.com/firm_ee1371ccad094cdb6f4ab8eb2dcfdaba.html
301,四川华西集团有限公司,91510000201806705D,http://www.qichacha.com/firm_1a5ebe8e9850b3b1a3d4ce7e0acae8bb.html
303,南京钢铁集团有限公司,91320100134774255L,http://www.qichacha.com/firm_d02a339ff2e2d94f849de6fe004131f6.html
304,新疆特变电工集团有限公司,916501002292123357,http://www.qichacha.com/firm_4d5ee12d2ad5ac3f03402169ca6b7e78.html
305,山东招金集团有限公司,91370685165236898M,http://www.qichacha.com/firm_fedf30536067cad79fdbb07d6e2cfd54.html
307,江苏三房巷集团有限公司,91320281142210265J,http://www.qichacha.com/firm_102f2023195bd19975e0ef643a7cb092.html
308,昆明钢铁控股有限公司,915300007452783061,http://www.qichacha.com/firm_2816f5f347cc8f3e5876909c1d007493.html
310,上海永达控股（集团）有限公司,9131000063158572XY,http://www.qichacha.com/firm_58e6ecba7d81704c359ad66cba7047c1.html
311,北京住总集团有限责任公司,91110000101110751A,http://www.qichacha.com/firm_6d4c8c0d8d949bee1490657a55f2ff35.html
312,重庆商社（集团）有限公司,91500000202876844C,http://www.qichacha.com/firm_9df5e87d732932bac2f0cfbc7a151daf.html
313,广西柳州钢铁集团有限公司,91450200198585373D,http://www.qichacha.com/firm_37941cb12695c392dc36dcef1ef69736.html
314,亚邦投资控股集团有限公司,91320412250942543G,http://www.qichacha.com/firm_8936f3d4abef28ef24c1db02366a0a1b.html
315,南通四建集团有限公司,913206121387235782,http://www.qichacha.com/firm_aeae9c3dca1929ad0493e076b7e3cbca.html
317,江苏省苏中建设集团股份有限公司,913200001385836169,http://www.qichacha.com/firm_48c4fb19cb23e2ec1d1a0da204616446.html
318,宝塔石化集团有限公司,91640000227795629E,http://www.qichacha.com/firm_f708fb17f2967f4aa88ee5e4ef41ec06.html
319,广东省广晟资产经营有限公司,91440000719283849E,http://www.qichacha.com/firm_b6f0def7ac5df19705ccf454d3c009d0.html
320,广州轻工工贸集团有限公司,91440101745956816K,http://www.qichacha.com/firm_9a130fbd76c20c451ef94e425319acee.html
322,德力西集团有限公司,91330382145573168C,http://www.qichacha.com/firm_90ba755797bff280399b3cb1b50cd230.html
323,重庆市金科投资控股（集团）有限责任公司,915001026689462773,http://www.qichacha.com/firm_0f0c31bef3e1b0b5b54b2b5ad1967c4f.html
324,江苏华西集团有限公司,91320281142232229Q,http://www.qichacha.com/firm_3ed0fe7f4e4d8d3a11d86c3c7be9092b.html
325,山东科达集团有限公司,未公开,http://www.qichacha.com/firm_ac1349679d08055ac10a557f16ec1d8b.html
327,杭州娃哈哈集团有限公司,91330000142916567N,http://www.qichacha.com/firm_f5bb165b812a8867a1d4f22ec1bc64b6.html
328,宁波金田投资控股有限公司,9133020566558504X3,http://www.qichacha.com/firm_206b2d8674271b3b0065d157759f2f64.html
329,重庆龙湖企业拓展有限公司,91500000202879682L,http://www.qichacha.com/firm_b5e06e0c09499f4101ef177ed55f37af.html
330,广东省广物控股集团有限公司,91440000190334772X,http://www.qichacha.com/firm_66e5afcd10596f8ee8258de631c858b0.html
331,渤海银行股份有限公司,911200007109339563,http://www.qichacha.com/firm_313b6990ac80335201e6c2a656c4868c.html
332,玖隆钢铁物流有限公司,913205825677555942,http://www.qichacha.com/firm_92c028b3d0b7a8006f519049755eb643.html
334,中国贵州茅台酒厂（集团）有限责任公司,915200002149908473,http://www.qichacha.com/firm_bb30c8c4237cf1010cf14a774c31ccec.html
335,前海人寿保险股份有限公司,914403005891979174,http://www.qichacha.com/firm_dbaab5fc7d5265f2f094e0e372913a91.html
336,北京首都旅游集团有限责任公司,91110000633690259W,http://www.qichacha.com/firm_771b49f68de9086adb2732aa14f01ab4.html
339,广东省交通集团有限公司,91440000723838552J,http://www.qichacha.com/firm_6e71b068490fb95084d9209a5ecc44d0.html
340,四川省川威集团有限公司,91511024709001617M,http://www.qichacha.com/firm_0b09c8596636bab3d8a1cddc7a8d1e5b.html
341,上海仪电（集团）有限公司,91310000132228728T,http://www.qichacha.com/firm_4348e3c1fdf841a2c99bb72270501247.html
343,合肥百货大楼集团股份有限公司,913400001490341376,http://www.qichacha.com/firm_4e1182e8ca3b1ac1b0be1a4871797e48.html
345,广州市建筑集团有限公司,91440101231235448R,http://www.qichacha.com/firm_549cbc92a3241a5715e545729a50e540.html
347,双胞胎(集团)股份有限公司,91360000705710192X,http://www.qichacha.com/firm_d0ce6643c3f8351ce9f82eb49c959cc9.html
348,内蒙古伊泰集团有限公司,91150600116931886E,http://www.qichacha.com/firm_370fdaaae9ed8b8e1d590f25e09ccb2d.html
349,北京建工集团有限责任公司,911100001011328547,http://www.qichacha.com/firm_17e302616589d9f6888f6c6f37eab325.html
351,四川宏达（集团）有限公司,91510682205367869Y,http://www.qichacha.com/firm_ea7386192e909eb3b7207e112274435e.html
352,四川科伦实业集团有限公司,91510100720828834W,http://www.qichacha.com/firm_7a29f2d357220c76414809cc3c5c2a79.html
353,重庆化医控股（集团）公司,915000004504171888,http://www.qichacha.com/firm_6ad55b69e1f13cea998caa1af97493c5.html
354,广东省粤电集团有限公司,91440000730486022G,http://www.qichacha.com/firm_8f824dc6dbe141d3fa9201854f743c21.html
355,浙江中成控股集团有限公司,91330600751926904L,http://www.qichacha.com/firm_a316f187c1290b79198616791b35b50c.html
356,武汉金融控股(集团)有限公司,未公开,http://www.qichacha.com/firm_af253d64b2f4b181a1944d5591a624e0.html
357,日照钢铁控股集团有限公司,91371100750855956A,http://www.qichacha.com/firm_c7f5bbe0f203f760389b1f62145cc3da.html
358,深圳光汇石油集团股份有限公司,914403001923597039,http://www.qichacha.com/firm_b605bd4ae77302f2c006c521c3a058c7.html
359,天津纺织集团（控股）有限公司,9112000010306930XT,http://www.qichacha.com/firm_93fc2e6710fcb020d79fe16087e56e01.html
360,嘉晨集团有限公司,912108001211442037,http://www.qichacha.com/firm_1a610b8cffaf48f386fbb1b61ebe5f21.html
362,浙江桐昆控股集团有限公司,91330483726622650D,http://www.qichacha.com/firm_319e643de7797f4b3a0328823ec6c875.html
363,隆鑫控股有限公司,91500107745343366C,http://www.qichacha.com/firm_ab3df2eb82425f4278a907681bed6e78.html
